PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,AbsAC30_Qualifier,AbsAC30_uM,pAbsAC30_M,ACTIVITY_OUTCOME_TEST1,ACTIVITY_SCORE_TEST1,ASSAYDATA_COMMENT_TEST1,AbsAC30_Qualifier_TEST1,AbsAC30_uM_TEST1,pAbsAC30_M_TEST1,Hill_Slope_TEST1,S0_(%)_TEST1,Sinf_(%)_TEST1,Num_Points_TEST1,Max_Activity_(%)_TEST1,Max_Activity_Conc_uM_TEST1,Max_Concentration_uM_TEST1,Activity_at_0.16uM_(%)_TEST1,Activity_at_0.3uM_(%)_TEST1,Activity_at_0.6uM_(%)_TEST1,Activity_at_1.2uM_(%)_TEST1,Activity_at_2.6uM_(%)_TEST1,Activity_at_5uM_(%)_TEST1,Activity_at_10uM_(%)_TEST1,Activity_at_19.5uM_(%)_TEST1,ACTIVITY_OUTCOME_TEST2,ACTIVITY_SCORE_TEST2,ASSAYDATA_COMMENT_TEST2,AbsAC30_Qualifier_TEST2,AbsAC30_uM_TEST2,pAbsAC30_M_TEST2,Hill_Slope_TEST2,S0_(%)_TEST2,Sinf_(%)_TEST2,Num_Points_TEST2,Max_Activity_(%)_TEST2,Max_Activity_Conc_uM_TEST2,Max_Concentration_uM_TEST2,Activity_at_0.12uM_(%)_TEST2,Activity_at_0.135uM_(%)_TEST2,Activity_at_0.15uM_(%)_TEST2,Activity_at_0.16uM_(%)_TEST2,Activity_at_0.18uM_(%)_TEST2,Activity_at_0.26uM_(%)_TEST2,Activity_at_0.285uM_(%)_TEST2,Activity_at_0.3uM_(%)_TEST2,Activity_at_0.35uM_(%)_TEST2,Activity_at_0.5uM_(%)_TEST2,Activity_at_0.56uM_(%)_TEST2,Activity_at_0.6uM_(%)_TEST2,Activity_at_0.68uM_(%)_TEST2,Activity_at_1uM_(%)_TEST2,Activity_at_1.1uM_(%)_TEST2,Activity_at_1.2uM_(%)_TEST2,Activity_at_1.35uM_(%)_TEST2,Activity_at_2.1uM_(%)_TEST2,Activity_at_2.35uM_(%)_TEST2,Activity_at_2.6uM_(%)_TEST2,Activity_at_2.85uM_(%)_TEST2,Activity_at_4.2uM_(%)_TEST2,Activity_at_4.6uM_(%)_TEST2,Activity_at_5uM_(%)_TEST2,Activity_at_5.6uM_(%)_TEST2,Activity_at_8uM_(%)_TEST2,Activity_at_9uM_(%)_TEST2,Activity_at_10uM_(%)_TEST2,Activity_at_11uM_(%)_TEST2,Activity_at_16uM_(%)_TEST2,Activity_at_18uM_(%)_TEST2,Activity_at_19.5uM_(%)_TEST2,Activity_at_21uM_(%)_TEST2,Activity_at_23.5uM_(%)_TEST2
1257,131412780,54617711,C[C@H]1CCCCO[C@@H]([C@@H](CN(C(=O)C2=C(O1)C=CC(=C2)NC(=O)C3=CC=CC=C3)[C@H](C)CO)C)CN(C)CC4=CC=C(C=C4)C(=O)O,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,1.62898,1.62898,11,9.3,5,19.5,,,,-1.784,,,,2.348,,,,,,,,-2.019,,,,3.546,,,,9.3,,,,5.961,,,,-1.523,,
1258,131460534,54665021,CCC(=O)N1CC[C@@H]2[C@H]1C3=C(C=CC(=C3)C#CC4=CC(=CC=C4)F)N([C@H]2CO)C,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,2.43627,2.43627,11,24.653,10,19.5,,,14.503,,,,,-6.766,,,,6.332,,,,-14.211,,,-0.716,,,,,2.464,,,,24.653,,,,-6.481,,
1259,85809982,44502901,C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC(C)C)O[C@H]1CN(C)C(=O)NC3=CC4=C(C=C3)OCO4)[C@@H](C)CO,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,-4.98578,-4.98578,15,-20.002,1.2,19.5,,,,9.343,,,,-6.203,,,,2.461,,,,-20.002,,,,-12.373,,,,-7.64,,,,-10.626,,,,3.827,,
1260,144189317,60183903,CN1[C@@H]2CC[C@H](O[C@@H]2COC3=C(C1=O)C=C(C=C3)NC(=O)C4CCCC4)CC(=O)NCCC5=CC=NC=C5,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,8.94768,8.94768,10,-35.096,10,19.5,,,,10.046,,,,13.043,,,,,,,,15.956,,,,26.046,,,,12.5,,,,-35.096,,,,2.489,,
1261,131460580,54665067,CN1[C@@H]([C@H]2CCN([C@H]2C3=C1C=CC(=C3)C4=CC(=CC=C4)F)C(=O)CC5=CN=CC=C5)CO,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,3.81584,3.81584,14,18.724,10,19.5,,,-3.805,,,,,0.26,,,,7.514,,,,13.446,,,6.323,,,,-4.057,,,,,18.724,,,,-9.944,,
1262,85790958,44484528,C[C@@H]1CN(C(=O)CCCN2C=C(CO[C@H]1CN(C)C(=O)NC3=CC=CC4=CC=CC=C43)N=N2)[C@@H](C)CO,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,0.899793,0.899793,14,12.706,0.16,21,,,,12.706,,,,10.225,,,,,5.348,,,,-8.072,,,-5.25,,,,-5.287,,,,-12.202,,,,,12.539,
1263,131460618,54665105,CC1=CC=CC=C1S(=O)(=O)N2CC[C@@H]3[C@H]2C4=C(C=CC(=C4)Br)N([C@@H]3CO)C,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,6.1656,6.1656,13,26.869,2.35,19.5,,,-18.049,,,,,9.886,,,,-1.819,,,,21.869,,,26.869,,,,,,,,,-1.479,,,,2.06,,
1264,144196485,60190464,COC1=CC(=CC=C1)S(=O)(=O)N2CC3(C2)CN([C@@H](C4=C3C5=C(N4)C=C(C=C5)OC)CO)C(=O)NC6=CC=C(C=C6)F,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,1.21123,1.21123,11,12.548,0.3,19.5,,,,4.791,,,,12.548,,,,-4.379,,,,0.045,,,,-8.047,,,,-4.812,,,,,,,,6.529,,
1265,85812870,44505765,C[C@H]1CN(C(=O)CCCN2C=C(CO[C@H]1CN(C)C(=O)OC(C)C)N=N2)[C@H](C)CO,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,9.34516,9.34516,12,25.496,0.3,19.5,,,,21.89,,,,25.496,,,,4.854,,,,11.942,,,,,,,,10.7,,,,7.392,,,,-9.76,,
1266,131438508,54642178,COC1=CC=C(C=C1)S(=O)(=O)N[C@H]2CC[C@H](O[C@H]2CO)CCNC(=O)CN3CCOCC3,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,4.62208,4.62208,15,17.407,0.6,19.5,,,,-6.019,,,,9.605,,,,17.407,,,,4.491,,,,10.962,,,,2.958,,,,-3.956,,,,0.697,,
1267,131415128,54619963,C[C@@H]1CN(C(=O)C2=C(N=CC(=C2)C3=CC=CC=C3)O[C@@H]1CN(C)C(=O)C4=CC=CC=C4F)[C@H](C)CO,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,7.34867,7.34867,16,19.296,5,19.5,,,,-4.49,,,,3.306,,,,9.477,,,,9.9,,,,11.009,,,,19.296,,,,6.664,,,,3.627,,
1268,131451602,54655173,CN1[C@@H]2CC[C@H](O[C@@H]2COC3=C(C1=O)C=C(C=C3)NC(=O)COC)CC(=O)NCC(F)(F)F,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,6.15434,6.15434,14,27.643,5,19.5,,,,11.501,,,,1.862,,,,-7.509,,,,3.589,,,,14.028,,,,27.643,,,,-10.595,,,,11.086,,
1269,85809467,44502392,C[C@H]1CN(C(=O)CC2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CS3)O[C@H]1CN(C)CC4=CC5=C(C=C4)OCO5)[C@@H](C)CO,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,1.67241,1.67241,13,12.879,0.15,19.5,,,12.879,,,,,7.669,,,,-6.275,,,,-7.407,,,,12.157,,,,-7.986,,,,4.052,,,,-4.981,,
1270,87542242,44619036,C[C@H]1CCCCO[C@@H]([C@@H](CN(C(=O)C2=C(O1)C=CC(=C2)NC(=O)NC3=CC=C(C=C3)C(F)(F)F)[C@H](C)CO)C)CN(C)C(=O)CC4=CC=CC=C4,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,>,19.5,4.71,1.481,0,100,12,14.068,19.5,19.5,,,-6.328,,,,,3.261,,,,-0.019,,,,-12.366,,,-13.85,,,,,3.546,,,,10.652,,,,14.068,,
1271,85791062,44484624,C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=C(ON=C3C)C)O[C@H]1CN(C)S(=O)(=O)C4=CC=C(C=C4)F)[C@H](C)CO,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,-0.310056,-0.310056,13,22.262,5,19.5,,,,-5.296,,,,-14.819,,,,5.867,,,,-9.521,,,,6.556,,,,22.262,,,,3.757,,,,5.121,,
1272,85800980,44494184,C[C@@H]1CN(C(=O)C2=C(C(=CC=C2)NC(=O)NC3=CC4=C(C=C3)OCO4)O[C@H]1CN(C)C(=O)NC5=CC=CC=C5)[C@H](C)CO,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,4.30206,4.30206,10,15.95,10,19.5,,,,5.274,,,,8.793,,,,7.729,,,,0.458,,,,,,,,-2.279,,,,15.95,,,,-7.429,,
1273,85791578,44485134,C[C@H]1CCCCO[C@@H]([C@H](CN(C(=O)C2=C(O1)C=CC(=C2)NC(=O)NC(C)C)[C@H](C)CO)C)CN(C)S(=O)(=O)C3=C(ON=C3C)C,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,3.89252,3.89252,12,23.579,10,19.5,,,,-14.623,,,,7.187,,,,0.971,,,,10.95,,,,-6.275,,,,10.394,,,,23.579,,,,-0.808,,
1274,85807931,44500873,C[C@@H]1CCCCO[C@H]([C@H](CN(C(=O)C2=C(O1)C=CC(=C2)NC(=O)NC(C)C)[C@H](C)CO)C)CN(C)CC3CC3,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,-7.24612,-7.24612,11,-17.974,0.6,19.5,,,,-13.433,,,,-2.404,,,,-17.974,,,,,,,,-13.086,,,,-1.641,,,,-9.281,,,,4.871,,
1275,131411932,54616877,C[C@@H]1CCCCO[C@@H]([C@@H](CN(C(=O)C2=C(O1)C=CC(=C2)NC(=O)C3=CC=CC=C3)[C@@H](C)CO)C)CN(C)CC4=CC(=C(C=C4)Cl)Cl,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,2.69907,2.69907,10,14.919,10,21,,,,10.978,,,,1.31,,,,-5.274,,,,,2.107,,,-6.884,,,,4.258,,,,14.919,,,,,-6.712,
1276,144196371,60190351,CN1CC2(C1)CN([C@H](C3=C2C4=C(N3C)C=C(C=C4)OC)CO)C(=O)NC5=CC=CC=C5F,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,4.37807,4.37807,10,21.102,5,21,,,,-0.551,,,,4.211,,,,,,,,-7.005,,,,9.413,,,,21.102,,,,-7.725,,,,,10.337,
1277,144193653,60187894,CN1[C@@H]([C@@H]2CCN([C@@H]2C3=C1C=CC(=C3)Br)C(=O)C4CCCC4)CO,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,-5.34651,-5.34651,13,-20.028,10,19.5,,,1.718,,,,,2.947,,,,-2.732,,,,-4.917,,,,,,,,-16.331,,,,-20.028,,,,9.185,,
1278,131460906,54665393,C1CN([C@H]2[C@@H]1[C@H](NC3=C2C=C(C=C3)C4=CC=C(C=C4)F)CO)S(=O)(=O)C5=CC=C(C=C5)F,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,-11.7406,-11.7406,14,-23.958,19.5,19.5,,,,-0.482,,,,-0.524,,,,-20.977,,,,-11.55,,,,-12.356,,,,-19.11,,,,-7.429,,,,-23.958,,
1279,85801896,44495076,C[C@@H]1CCCCO[C@H]([C@@H](CN(C(=O)C2=C(O1)C=CC(=C2)NC(=O)C3=CC=NC=C3)[C@H](C)CO)C)CN(C)C(=O)C4CCCCC4,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,0.987723,0.987723,13,12.601,19.5,19.5,,,,-2.488,,,,2.778,,,,0.354,,,,10.125,,,,4.514,,,,-6.778,,,,-1.934,,,,12.601,,
1280,85804659,44497760,C[C@@H]1CCCCO[C@@H]([C@@H](CN(C(=O)C2=C(O1)C=CC(=C2)NC(=O)NC(C)C)[C@H](C)CO)C)CN(C)CC3=CC=C(C=C3)OC,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,5.21847,5.21847,11,15.807,0.16,21,,,,15.807,,,,4.286,,,,,-6.017,,,,,,,5.02,,,,4.005,,,,2.645,,,,,13.575,
1281,131428541,54632293,CCS(=O)(=O)NC1=CC2=C(C=C1)OC[C@H](N(C[C@@H]([C@H](CN(C2=O)C)OC)C)C(=O)COC)C,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,9.24262,9.24262,14,23.148,0.6,19.5,,,,7.258,,,,20.652,,,,23.148,,,,16.708,,,,9.148,,,,1.8,,,,2.533,,,,-1.346,,
1282,131416658,54621388,C[C@H]1CN(C(=O)C2=C(N=CC(=C2)C#CC3CC3)O[C@H]1CN(C)C)[C@H](C)CO,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,17.9275,17.9275,10,39.01,0.16,19.5,,,,39.01,,,,21.444,,,,20.116,,,,18.551,,,,13.204,,,,13.34,,,,,,,,8.516,,
1283,85801538,44494723,C[C@H]1CN(C(=O)C2=C(C(=CC=C2)NS(=O)(=O)C3=CC=CC=C3)O[C@@H]1CN(C)CC4=CC(=C(C=C4)Cl)Cl)[C@@H](C)CO,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,1.01012,1.01012,15,24.132,0.16,19.5,,,,24.132,,,,19.085,,,,6.967,,,,-1.703,,,,-2.417,,,,-0.23,,,,-15.389,,,,-23.721,,
1284,144196261,60190240,COC1=CC2=C(C=C1)C3=C(N2)[C@@H](N(CC34CN(C4)S(=O)(=O)C5=CC=CS5)C(=O)C6=CC=CC=C6)CO,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,>,19.5,4.71,0.5,0,100,13,12.764,19.5,19.5,,,,-12.55,,,,9.077,,,,1.745,,,,6.494,,,,9.837,,,,10.668,,,,12.057,,,,12.764,,
1285,131447967,54651552,C/C=C/C1=CC=C(C=C1)[C@H]2[C@H](N([C@@H]2CO)C(=O)C)CNC(=O)CC3CC3,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,1.80621,1.80621,12,18.772,0.16,21,,,,18.772,,,,-3.317,,,,-0.966,,,,-4.919,,,,0.684,,,,2.837,,,,1.116,,,,,4.216,
1286,87540742,44617538,C[C@H]1CCCCO[C@@H]([C@@H](CN(C(=O)C2=C(O1)C=CC(=C2)NC(=O)CCC(F)(F)F)[C@H](C)CO)C)CN(C)C(=O)C3CCCCC3,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,9.67028,9.67028,11,19.404,0.16,19.5,,,,19.404,,,,4.765,,,,3.45,,,,2.786,,,,6.884,,,,16.366,,,,15.368,,,,0.852,,
1287,144193704,60187945,COC1=CC=C(C=C1)C2=CN(N=N2)CC[C@@H]3CC[C@@H]([C@@H](O3)CO)NC(=O)NC4=CC=C(C=C4)F,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,-3.92542,-3.92542,9,-7.672,19.5,19.5,,,,-1.233,,,,-4.122,,,,,,,,3.261,,,,-4.878,,,,,,,,-6.903,,,,-7.672,,
1288,104179778,49850026,C[C@H]1CCCCO[C@H]([C@@H](CN(C(=O)C2=C(O1)C=CC(=C2)NS(=O)(=O)C3=C(ON=C3C)C)[C@H](C)CO)C)CN(C)S(=O)(=O)C4=CC=C(C=C4)OC,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,11.1308,11.1308,13,26.177,0.16,21,,,,26.177,,,,14.743,,,,16.589,,,,12.084,,,,13.362,,,,4.428,,,,11.014,,,,,-2.451,
1289,131410361,54615324,C[C@@H]1CCCCO[C@H]([C@@H](CN(C(=O)C2=C(O1)C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)C)[C@@H](C)CO)C)CN(C)S(=O)(=O)C4=CC=C(C=C4)Cl,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,-10.0804,-10.0804,10,-29.832,19.5,19.5,,,,,,,,-1.33,,,,-4.204,,,,-2.375,,,,-2.153,,,,-9.095,,,,-16.45,,,,-29.832,,
1290,85801860,44495040,C[C@@H]1CCCCO[C@H]([C@@H](CN(C(=O)C2=C(O1)C=CC(=C2)NS(=O)(=O)C3=C(ON=C3C)C)[C@@H](C)CO)C)CN(C)C(=O)NC4=CC=CC=C4,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,1.99446,1.99446,14,33.055,0.3,19.5,,,,5.976,,,,33.055,,,,-16.81,,,,-18.931,,,,6.693,,,,22.142,,,,8.305,,,,-30.797,,
1291,85804162,44497282,C[C@H]1CCCCO[C@H]([C@H](CN(C(=O)C2=C(O1)C=CC(=C2)NS(=O)(=O)C3=CN(C=N3)C)[C@H](C)CO)C)CN(C)C(=O)NC4=CC=CC5=CC=CC=C54,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,>,19.5,4.71,4,0,100,14,27.852,19.5,19.5,,,,11.902,,,,5.297,,,,10.085,,,,7.085,,,,7.165,,,,3.781,,,,1.822,,,,27.852,,
1292,131463435,54667922,COC1=CC=C(C=C1)C#CC2=CC=C(C=C2)[C@@H]3[C@@H]4CN(CCCCN4[C@@H]3CO)S(=O)(=O)C5=CC=CC=C5,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,-1.2466,-1.2466,12,-8.738,0.6,19.5,,,,6.688,,,,-4.728,,,,-8.738,,,,8.535,,,,-4.473,,,,-7.437,,,,1.883,,,,-2.088,,
1293,144198976,60192912,CCCNC(=O)N1[C@@H]([C@@H]([C@@H]1C#N)C2=CC=CC=C2C3=CC=CC=C3)CO,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,-5.02739,-5.02739,12,-23.711,0.68,21,,,,-1.798,,,,,3.216,,,,-23.711,,,,-5.918,,,-7.306,,,,,5.395,,,,-10.533,,,,-6.892,
1294,144197746,60191714,C1CCN(CC1)CCC(=O)N[C@@H]2C=C[C@@H](O[C@@H]2CO)CC(=O)O,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,-1.45784,-1.45784,11,7.407,0.3,19.5,,,,-1.398,,,,7.407,,,,-2.465,,,,3.699,,,,,,,,-4.163,,,,-4.348,,,,-6.453,,
1295,85805167,44498260,C[C@H]1CN(C(=O)CC2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)C)O[C@@H]1CN(C)C(=O)NC4=CC=CC5=CC=CC=C54)[C@H](C)CO,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,-1.1482,-1.1482,11,8.83,10,19.5,,,-0.035,,,,,-7.221,,,,3.182,,,,4.439,,,-6.881,,,,,,,,,8.83,,,,-6.065,,
1296,131412695,54617626,C[C@H]1CCCCO[C@@H]([C@H](CN(C(=O)C2=C(O1)C=CC(=C2)NC(=O)NC3CCCCC3)[C@H](C)CO)C)CN(C)C(=O)NC4=CC=CC5=CC=CC=C54,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,-0.984836,-0.984836,12,-18.422,0.3,19.5,,,,-9.862,,,,-18.422,,,,-1.449,,,,4.82,,,,2.361,,,,8.147,,,,-0.941,,,,3.105,,
1297,87542211,44619005,C[C@H]1CCCCO[C@H]([C@H](CN(C(=O)C2=C(O1)C=CC(=C2)NS(=O)(=O)C3=C(ON=C3C)C)[C@@H](C)CO)C)CN(C)S(=O)(=O)C4=CC=C(C=C4)C,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,-0.438046,-0.438046,10,-20.654,19.5,19.5,,,,6.234,,,,8.916,,,,-5.558,,,,3.091,,,,15.872,,,,-1.006,,,,-20.599,,,,-20.654,,
1298,131456538,54660064,CCNC(=O)C[C@H]1CC[C@H]2[C@H](O1)COC[C@H](CN2CC3=CC(=C(C=C3)Cl)Cl)O,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,7.88198,7.88198,10,14.865,19.5,19.5,,,,13.288,,,,,,,,7.756,,,,,,,,-2.823,,,,9.594,,,,-9.364,,,,14.865,,
1299,131433041,54636774,C[C@@H]1CN([C@@H](COC2=C(C=CC(=C2)NC(=O)NC3=C(C=CC(=C3)F)F)C(=O)N(C[C@H]1OC)C)C)C(=O)C4=CC=CC=N4,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,>,21,4.678,1.054,0,100,14,17.236,21,21,,,,-2.055,,,,-14.339,,,,,-14.268,,,,-11.033,,,13.803,,,,9.05,,,,17.122,,,,,17.236,
1300,131460607,54665094,CC(C)NC(=O)N1CC[C@@H]2[C@H]1C3=C(C=CC(=C3)Br)N([C@@H]2CO)C,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,6.86867,6.86867,11,16.189,0.16,19.5,,,,16.189,,,,-6.471,,,,,,,,-6.804,,,,15.76,,,,9.246,,,,,,,,6.455,,
1301,144198117,60192070,CC(=O)N1CC2(C1)[C@@H]([C@@H](N2C(=O)C)CO)C3=CC=C(C=C3)C4=CC=C(C=C4)F,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,16.5036,16.5036,10,23.569,0.16,19.5,,,,23.569,,,,20.692,,,,10.668,,,,6.048,,,,16.627,,,,,,,,19.291,,,,13.972,,
1302,144198363,60192314,CN1CC2(C1)CN([C@@H](C3=C2C4=C(N3)C=C(C=C4)OC)CO)C(=O)C5CCOCC5,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,18.0121,18.0121,10,25.147,0.16,19.5,,,,25.147,,,,21.015,,,,7.796,,,,11.956,,,,,,,,23.217,,,,,,,,16.437,,
1303,131410271,54615235,C[C@H]1CCCCO[C@@H]([C@H](CN(C(=O)C2=C(O1)C=CC(=C2)NS(=O)(=O)C3=CC=CS3)[C@H](C)CO)C)CN(C)C(=O)NC4=CC=C(C=C4)C(F)(F)F,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,7.81029,7.81029,11,21.659,0.16,19.5,,,,21.659,,,,11.234,,,,20.833,,,,-2.702,,,,1.61,,,,3.926,,,,5.121,,,,3.938,,
1304,85804342,44497451,C[C@H]1CN(C(=O)C2=C(C(=CC=C2)NS(=O)(=O)C3=CC=C(C=C3)F)O[C@H]1CN(C)CC4=CC=CC=C4)[C@H](C)CO,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,-3.21797,-3.21797,14,-18.153,5,19.5,,,,11.51,,,,2.891,,,,-7.124,,,,-2.009,,,,-4.578,,,,-18.153,,,,-10.333,,,,-7.369,,
1305,131457945,54661724,CCCNC(=O)[C@H]1[C@@H]([C@H]2CN3C(=O)C=CC=C3[C@H]2N1CC4=CC=CC=C4Cl)CO,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,3.24104,3.24104,11,20.957,0.3,21,,,,14.567,,,,20.957,,,,20.599,,,,-1.759,,,,,,,,-15.278,,,,-3.504,,,,,-16.849,
1306,131457759,54661482,CN1[C@H]2[C@H](CN3C2=CC=C(C3=O)C4=CC=NC=C4)[C@H]([C@@H]1C(=O)NCC5=CC(=CC=C5)OC)CO,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,-3.17328,-3.17328,11,-16.263,1.2,19.5,,,,-3.047,,,,-6.056,,,,,,,,-16.263,,,,-12.115,,,,-5.233,,,,15.412,,,,-6.957,,
1307,144198546,49843054,C[C@H]1CCCCO[C@@H]([C@H](CN(C(=O)C2=C(O1)C=CC(=C2)N(C)C)[C@H](C)CO)C)CN(C)CC3=CC4=C(C=C3)OCO4,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,-3.17566,-3.17566,15,-13.325,10,19.5,,,,-8.93,,,,-7.787,,,,2.516,,,,3.888,,,,2.063,,,,-1.53,,,,-13.325,,,,-1.478,,
1308,144197516,60191497,C1CC(C1)C(=O)N[C@@H]2C=C[C@@H](O[C@@H]2CO)CC(=O)N3CCC4=CC=CC=C4C3,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,1.18042,1.18042,12,41.114,0.15,19.5,,,41.114,,,,,17.48,,,,4.258,,,,-10.987,,,-1.52,,,,,-10.512,,,,-9.771,,,,-5.94,,
1309,131428010,54631767,CCC(=O)N1C[C@H]([C@H](CN(C(=O)C2=C(C=C(C=C2)NC(=O)NC3=CC=C(C=C3)Cl)OC[C@H]1C)C)OC)C,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,12.8299,12.8299,14,24.552,10,19.5,,,,8.924,,,,19.264,,,,11.447,,,,12.706,,,,20.207,,,,10.466,,,,24.552,,,,0.873,,
1310,85802071,44495233,C[C@H]1CN(C(=O)C2=C(C(=CC=C2)NC(=O)NC3=CC=C(C=C3)OC)O[C@@H]1CN(C)C(=O)NC4=CC=C(C=C4)OC)[C@@H](C)CO,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,-10.5469,-10.5469,11,-25.594,0.6,19.5,,,2.236,,,,,-8.961,,,,-25.594,,,,-3.339,,,,6.121,,,,-22.823,,,,,,,,-19.865,,
1311,131415105,54619941,C[C@@H]1CN(C(=O)C2=C(N=CC(=C2)C#CCC3=CC=CC=C3)O[C@@H]1CN(C)C(=O)C4CCOCC4)[C@@H](C)CO,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,1.19165,1.19165,11,-18.8,0.3,19.5,,,,,,,,-18.8,,,,-9.454,,,,1.593,,,,5.741,,,,6.039,,,,6.066,,,,11.86,,
1312,144190575,60185008,C1[C@@H]2C([C@@H](N2)CN1C(=O)C3=CN=CC=C3)C4=CC=C(C=C4)C5=CC=CC(=C5)C#N,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,7.33513,7.33513,11,14.568,1.2,19.5,,,6.923,,,,,-3.341,,,,12.19,,,,14.568,,,,,,,,11.916,,,,10.896,,,,-5.06,,
