PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Algorithm,Common/Unique,Wells Analyzed,Wells Removed,Sumrank,DIST,Low/High,Expectation,Daily Filter replicate 1,Daily Filter replicate 2,Daily Filter replicate 3,Daily Filter replicate 4,Daily Filter replicate 5,Daily Filter replicate 6,Reference Wells replicate 1,Reference Wells replicate 2,Reference Wells replicate 3,Reference Wells replicate 4,Reference Wells replicate 5,Reference Wells replicate 6,Valid Objects replicate 1,Valid Objects replicate 2,Valid Objects replicate 3,Valid Objects replicate 4,Valid Objects replicate 5,Valid Objects replicate 6,Predicted Target Gene
RESULT_TYPE,,,,,,,,STRING,STRING,INTEGER,INTEGER,INTEGER,INTEGER,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,PUBCHEM_NCBI_GENE_ID
RESULT_UNIT,,,,,,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
143,104180141,,,Inactive,,,DRSC00349,,,,,,,,,8.26,2.15,,,,,28.2,3.41,,,,,6904,6600,,,,,33613
144,104180142,,,Inactive,,,DRSC00350,,,,,,,,,1.1,5.47,,,,,6.06,27.44,,,,,6663,6748,,,,,33619
145,104180143,,,Inactive,,,DRSC00351,,,,,,,,,3.34,5.59,,,,,12.11,10.75,,,,,6528,7008,,,,,"5740515,5740338"
146,104180144,,,Inactive,,,DRSC00352,,,,,,,,,13.14,22.38,,,,,36.99,47.94,,,,,6668,6850,,,,,33361
147,104180145,,,Inactive,,,DRSC00353,,,,,,,,,,,,,,,27.11,8.05,,,,,504,456,,,,,249663
148,104180146,,,Inactive,,,DRSC00354,,,,,,,,,5.83,2.81,,,,,13.93,5.69,,,,,6797,6654,,,,,33561
149,104180147,,,Inactive,,,DRSC00355,,,,,,,,,2.42,2.74,,,,,6.41,5.06,,,,,6316,6719,,,,,33242
150,104180148,,,Inactive,,,DRSC00356,,,,,,,,,12.71,2.53,,,,,28.63,4.2,,,,,5973,5888,,,,,33238
151,104180149,,,Inactive,,,DRSC00357,,,,,,,,,18.91,6.16,,,,,46.35,12.66,,,,,5875,6364,,,,,33236
152,104180150,,,Inactive,,,DRSC00358,,,,,,,,,5.48,5.66,,,,,15.22,10.92,,,,,6237,6153,,,,,33241
153,104180151,,,Inactive,,,DRSC00359,,,,,,,,,23.7,2.85,,,,,44.48,5.55,,,,,4810,6146,,,,,33213
154,104180152,,,Inactive,,,DRSC00360,,,,,,,,,16.5,9.17,,,,,53.53,15.57,,,,,6364,7013,,,,,33217
155,104180153,,,Inactive,,,DRSC00361,,,,,,,,,8.76,5.21,,,,,22.62,9.33,,,,,7132,6908,,,,,33216
156,104180154,,,Inactive,,,DRSC00362,,,,,,,,,5.41,6.6,,,,,20.32,12.31,,,,,6914,6663,,,,,33187
157,104180155,,,Inactive,,,DRSC00363,,,,,,,,,7,26.42,,,,,20.14,44.5,,,,,6619,6299,,,,,33169
158,104180156,,,Inactive,,,DRSC00364,,,,,,,,,2.69,13.14,,,,,8.16,20.72,,,,,6582,6547,,,,,50198
159,104180157,,,Inactive,,,DRSC00365,,,,,,,,,2.82,4.23,,,,,6.73,6.44,,,,,5893,6294,,,,,33250
160,104180158,,,Inactive,,,DRSC00366,,,,,,,,,1.76,1.52,,,,,7.27,2.48,,,,,6299,6383,,,,,33251
161,104180159,,,Inactive,,,DRSC00367,,,,,,,,,0.89,4.02,,,,,7.92,51.39,,,,,5704,5642,,,,,33266
162,104180160,,,Inactive,,,DRSC00368,,,,,,,,,4.16,3.36,,,,,12.95,5.88,,,,,6232,6003,,,,,33267
163,104180161,,,Inactive,,,DRSC00369,,,,,,,,,25.59,5.64,,,,,60.23,12.05,,,,,6092,6348,,,,,33286
164,104180162,,,Inactive,,,DRSC00370,,,,,,,,,5.33,25.47,,,,,12.53,38.76,,,,,6225,5902,,,,,33287
165,104180163,,,Inactive,,,DRSC00371,,,,,,,,,0.61,5.29,,,,,1.43,10.24,,,,,6257,6316,,,,,33301
166,104180164,,,Inactive,,,DRSC00372,,,,,,,,,4.4,1.76,,,,,14.35,2.27,,,,,6910,6703,,,,,33310
167,104180165,,,Inactive,,,DRSC00373,,,,,,,,,3.2,5.19,,,,,11.8,9.32,,,,,6777,7091,,,,,33312
168,104180166,,,Inactive,,,DRSC00374,,,,,,,,,0.92,7.33,,,,,2.39,12.11,,,,,6285,6716,,,,,33314
169,104180168,,,Inactive,,,DRSC00376,,,,,,,,,1.26,2.99,,,,,3.73,8.25,,,,,6274,6397,,,,,33325
170,104180169,,,Inactive,,,DRSC00377,,,,,,,,,2.2,6.26,,,,,6.38,15.55,,,,,6694,6450,,,,,44522
171,104180170,,,Inactive,,,DRSC00378,,,,,,,,,12.2,8.49,,,,,37.05,16.16,,,,,6942,7008,,,,,44522
172,104180171,,,Inactive,,,DRSC00379,,,,,,,,,3.78,2.2,,,,,14.06,5.35,,,,,6395,6919,,,,,
173,104180172,,,Inactive,,,DRSC00380,,,,,,,,,10.11,19.47,,,,,17.77,35.18,,,,,6655,6637,,,,,
174,104180173,,,Inactive,,,DRSC00381,,,,,,,,,1.87,3.24,,,,,4.88,5.05,,,,,6640,5712,,,,,33339
175,104180174,,,Inactive,,,DRSC00382,,,,,,,,,0.64,1.41,,,,,2.3,2.92,,,,,6680,6534,,,,,33341
176,104180175,,,Inactive,,,DRSC00383,DF,Common,360,8,712,9,High,0.025,29.97,30.99,,,,,64.29,57.21,,,,,5723,6612,,,,,50191
177,104180176,,,Inactive,,,DRSC00384,DF,Common,360,8,714,7,High,0.0194444,32.72,30.06,,,,,67.92,48.4,,,,,5620,6571,,,,,3346207
178,104180177,,,Inactive,,,DRSC00385,,,,,,,,,10.63,14.23,,,,,37.79,28.7,,,,,6483,6719,,,,,3346207
179,104180178,,,Inactive,,,DRSC00386,,,,,,,,,8.06,6.79,,,,,24.1,13.52,,,,,5982,6301,,,,,33370
180,104180179,,,Inactive,,,DRSC00387,,,,,,,,,22.67,3.83,,,,,41.52,7.08,,,,,4737,6817,,,,,50192
181,104180180,,,Inactive,,,DRSC00388,,,,,,,,,21.57,3.44,,,,,50.69,6.28,,,,,6853,6601,,,,,33366
182,104180181,,,Inactive,,,DRSC00389,,,,,,,,,19.25,17.91,,,,,75.76,51.38,,,,,5465,5099,,,,,33363
183,104180182,,,Inactive,,,DRSC00390,,,,,,,,,12.45,24.43,,,,,7.38,99.92,,,,,5930,5083,,,,,33363
184,104180183,,,Inactive,,,DRSC00391,,,,,,,,,23.74,11.44,,,,,45.68,20.47,,,,,3016,6532,,,,,50190
185,104180184,,,Inactive,,,DRSC00392,,,,,,,,,10.74,2.62,,,,,29.78,4.94,,,,,6897,6669,,,,,33371
186,104180185,,,Inactive,,,DRSC00393,,,,,,,,,5.39,14.75,,,,,14.24,27.86,,,,,6664,6612,,,,,33363
187,104180186,,,Inactive,,,DRSC00394,,,,,,,,,20,8.27,,,,,57.15,16.63,,,,,6911,6715,,,,,53544
188,104180187,,,Inactive,,,DRSC00395,,,,,,,,,4.58,10.8,,,,,15.26,21.97,,,,,6764,5956,,,,,3346208
189,104180188,,,Inactive,,,DRSC00396,,,,,,,,,5.89,6.85,,,,,20.42,13.99,,,,,5758,6375,,,,,3346208
190,104180189,,,Inactive,,,DRSC00397,,,,,,,,,5.67,10.37,,,,,15.41,18.43,,,,,1887,6055,,,,,33391
191,104180190,,,Inactive,,,DRSC00398,,,,,,,,,19.66,4.54,,,,,54.79,9.84,,,,,5357,6385,,,,,
192,104180191,,,Inactive,,,DRSC00399,,,,,,,,,7.13,3.21,,,,,20.31,6.66,,,,,6281,5979,,,,,33396
193,104180192,,,Inactive,,,DRSC00400,,,,,,,,,6,8.41,,,,,15.17,13.27,,,,,5884,6328,,,,,"50188,7354476"
194,104180193,,,Inactive,,,DRSC00401,,,,,,,,,2.67,5.49,,,,,7.91,8.91,,,,,6364,6139,,,,,33403
195,104180194,,,Inactive,,,DRSC00402,,,,,,,,,8.73,2,,,,,34.43,3.33,,,,,6395,6487,,,,,3771890
196,104180195,,,Inactive,,,DRSC00403,,,,,,,,,6.17,8.76,,,,,15.07,12.95,,,,,6081,5572,,,,,3771890
197,104180196,,,Inactive,,,DRSC00404,,,,,,,,,3.25,2.59,,,,,9.72,3.14,,,,,6647,6795,,,,,33422
198,104180197,,,Inactive,,,DRSC00405,,,,,,,,,7.34,4.05,,,,,13.53,6.8,,,,,6644,6338,,,,,
199,104180198,,,Inactive,,,DRSC00406,,,,,,,,,7.49,2.4,,,,,23.68,3.58,,,,,6712,6463,,,,,
200,104180199,,,Inactive,,,DRSC00407,,,,,,,,,1.69,1.47,,,,,5.07,2.33,,,,,6463,6530,,,,,33433
201,104180200,,,Inactive,,,DRSC00408,,,,,,,,,13.18,3.01,,,,,32.45,7.07,,,,,6275,6667,,,,,33446
202,104180201,,,Inactive,,,DRSC00409,,,,,,,,,1.17,1.79,,,,,4.46,3.23,,,,,6658,6551,,,,,33447
203,104180207,,,Inactive,,,DRSC00415,,,,,,,,,2.05,2.22,,,,,7.36,4.92,,,,,6533,6758,,,,,33489
204,104180208,,,Inactive,,,DRSC00416,,,,,,,,,1.92,13.54,,,,,6.15,24.28,,,,,6420,6367,,,,,33498
205,104180209,,,Inactive,,,DRSC00417,,,,,,,,,7.3,4.06,,,,,16.15,8.87,,,,,6599,6775,,,,,33527
206,104180210,,,Inactive,,,DRSC00418,,,,,,,,,7.51,4.46,,,,,24.74,8.17,,,,,6521,6195,,,,,33537
207,104180211,,,Inactive,,,DRSC00419,,,,,,,,,7.93,17.28,,,,,20.46,28.64,,,,,6768,6058,,,,,33534
208,104180212,,,Inactive,,,DRSC00420,,,,,,,,,1.99,1.32,,,,,4.13,2.89,,,,,6475,6674,,,,,33542
209,104180213,,,Inactive,,,DRSC00421,,,,,,,,,15.84,3.33,,,,,49.94,5.48,,,,,6728,7288,,,,,2768938
210,104180214,,,Inactive,,,DRSC00422,,,,,,,,,15.03,23.18,,,,,43.16,41.12,,,,,6553,6247,,,,,2768939
211,104180215,,,Inactive,,,DRSC00423,,,,,,,,,3.75,7.11,,,,,9.67,17.34,,,,,6856,6452,,,,,33548
212,104180216,,,Inactive,,,DRSC00424,,,,,,,,,4.85,2.39,,,,,13.74,4.27,,,,,6593,6816,,,,,5740264
213,104180218,,,Inactive,,,DRSC00426,,,,,,,,,18.51,4.4,,,,,41.79,8.52,,,,,4483,6272,,,,,33552
214,104180219,,,Inactive,,,DRSC00427,,,,,,,,,3.07,2.56,,,,,9.11,5.14,,,,,6585,6494,,,,,33553
215,104180220,,,Inactive,,,DRSC00428,,,,,,,,,6.13,11.64,,,,,15.95,21.16,,,,,6684,6693,,,,,326179
216,104180221,,,Inactive,,,DRSC00429,,,,,,,,,3.3,3.34,,,,,8.31,6,,,,,6306,6256,,,,,33570
217,104180222,,,Inactive,,,DRSC00430,,,,,,,,,4.33,1.85,,,,,11.86,2.26,,,,,5339,5506,,,,,33578
218,104180223,,,Inactive,,,DRSC00431,,,,,,,,,2.9,2.55,,,,,6.89,4.34,,,,,6618,6472,,,,,
219,104180224,,,Inactive,,,DRSC00432,,,,,,,,,1.36,1.28,,,,,4.44,2.19,,,,,6257,6495,,,,,"44058,33585"
220,104180225,,,Inactive,,,DRSC00433,,,,,,,,,4.13,3.77,,,,,13.06,7.02,,,,,6251,6289,,,,,33599
221,104180226,,,Inactive,,,DRSC00434,,,,,,,,,5.98,2.77,,,,,14.63,5.62,,,,,6374,7222,,,,,33611
222,104180227,,,Inactive,,,DRSC00435,,,,,,,,,2.64,1.71,,,,,8.09,3.3,,,,,7033,7006,,,,,5740391
223,104180228,,,Inactive,,,DRSC00436,,,,,,,,,6.75,5.89,,,,,27.62,11.35,,,,,6608,6855,,,,,33615
224,104180229,,,Inactive,,,DRSC00437,,,,,,,,,5.29,1.7,,,,,20.75,3.35,,,,,6501,6873,,,,,33616
225,104180230,,,Inactive,,,DRSC00438,,,,,,,,,2.51,9.13,,,,,6.92,17.04,,,,,6576,6671,,,,,33619
226,104180231,,,Inactive,,,DRSC00439,,,,,,,,,1.59,11.21,,,,,3.92,20.57,,,,,6931,6920,,,,,33619
227,104180232,,,Inactive,,,DRSC00440,,,,,,,,,4.65,6.9,,,,,11.7,12.81,,,,,6384,6566,,,,,33630
228,104180233,,,Inactive,,,DRSC00441,,,,,,,,,1.28,16.99,,,,,2.88,33.07,,,,,6243,6516,,,,,46015
229,104180234,,,Inactive,,,DRSC00442,,,,,,,,,1.7,5.53,,,,,5.59,11.04,,,,,6526,6649,,,,,46015
230,104180235,,,Inactive,,,DRSC00443,,,,,,,,,1.12,2.29,,,,,4.48,4.22,,,,,6615,6301,,,,,46015
231,104180236,,,Inactive,,,DRSC00444,,,,,,,,,3.55,10.1,,,,,9.86,22.39,,,,,6283,6473,,,,,33637
232,104180237,,,Inactive,,,DRSC00445,,,,,,,,,1.7,5.89,,,,,4.61,9.47,,,,,6511,6032,,,,,33638
233,104180238,,,Inactive,,,DRSC00446,,,,,,,,,6.74,2.37,,,,,18.82,5.33,,,,,6678,6870,,,,,33646
234,104180239,,,Inactive,,,DRSC00447,,,,,,,,,15.08,11.01,,,,,43.8,23.19,,,,,6153,6557,,,,,33647
235,104180240,,,Inactive,,,DRSC00448,,,,,,,,,4,14.45,,,,,12.16,21.07,,,,,6821,5814,,,,,33649
236,104180241,,,Inactive,,,DRSC00449,,,,,,,,,2.14,3.19,,,,,6.75,7.1,,,,,6960,6355,,,,,50178
237,104180242,,,Inactive,,,DRSC00450,,,,,,,,,2.8,4.28,,,,,7.5,8.14,,,,,6892,7153,,,,,33655
238,104180243,,,Inactive,,,DRSC00451,,,,,,,,,29.14,17.37,,,,,98.26,65.84,,,,,5106,5290,,,,,33657
239,104180244,,,Inactive,,,DRSC00452,,,,,,,,,5.01,15.65,,,,,46.62,68.09,,,,,6231,3323,,,,,33650
240,104180245,,,Inactive,,,DRSC00453,,,,,,,,,1.42,4.45,,,,,0.93,51.53,,,,,7898,6946,,,,,33651
241,104180246,,,Inactive,,,DRSC00454,,,,,,,,,1.58,16.36,,,,,5.12,25.22,,,,,6138,6499,,,,,33652
242,104180247,,,Inactive,,,DRSC00455,,,,,,,,,2.55,1.31,,,,,8.43,2.95,,,,,6313,6946,,,,,33656
243,104180248,,,Inactive,,,DRSC00456,,,,,,,,,13.8,4.26,,,,,37.87,7.92,,,,,6479,6670,,,,,33361
244,104180249,,,Inactive,,,DRSC00457,,,,,,,,,3.23,2.53,,,,,12.6,5.8,,,,,6590,7063,,,,,326176
245,104180250,,,Inactive,,,DRSC00458,,,,,,,,,3.36,1.46,,,,,12.81,3.12,,,,,6392,7038,,,,,33360
246,104180251,,,Inactive,,,DRSC00459,,,,,,,,,8.56,,,,,,23.49,28.29,,,,,958,680,,,,,33700
247,104180252,,,Inactive,,,DRSC00460,,,,,,,,,4.69,3.04,,,,,39.6,44.67,,,,,2241,6021,,,,,33694
248,104180253,,,Inactive,,,DRSC00461,DF,Common,360,8,711,10,High,0.0277778,43.08,24.46,,,,,85.61,41.8,,,,,5683,4926,,,,,33684
249,104180254,,,Inactive,,,DRSC00462,REF,Unique,358,10,701,16,High,0.0446927,24.28,22.15,,,,,63.98,44.43,,,,,6681,6637,,,,,33683
250,104180255,,,Inactive,,,DRSC00463,,,,,,,,,30.4,19.97,,,,,66.24,32.45,,,,,6651,6844,,,,,33681
251,104180256,,,Inactive,,,DRSC00464,,,,,,,,,8.1,16.82,,,,,24.05,26.25,,,,,6891,6414,,,,,33679
252,104180257,,,Inactive,,,DRSC00465,,,,,,,,,6.51,3.86,,,,,16.67,8.04,,,,,6102,6398,,,,,33676
253,104180258,,,Inactive,,,DRSC00466,,,,,,,,,3.2,2.66,,,,,10.06,5.28,,,,,6132,6686,,,,,33675
254,104180259,,,Inactive,,,DRSC00467,,,,,,,,,4.79,4.78,,,,,17.05,11.6,,,,,6641,6656,,,,,33672
255,104180260,,,Inactive,,,DRSC00468,,,,,,,,,16.62,7.43,,,,,39.66,12.57,,,,,6979,6270,,,,,
256,104180261,,,Inactive,,,DRSC00469,,,,,,,,,14.69,1.6,,,,,64.66,3.37,,,,,3675,374,,,,,33670
257,104180262,,,Inactive,,,DRSC00470,,,,,,,,,3.99,5.84,,,,,1.74,74.68,,,,,6245,6286,,,,,33665
258,104180263,,,Inactive,,,DRSC00471,,,,,,,,,6.41,18.22,,,,,15.26,31.31,,,,,6537,6393,,,,,33661
259,104180264,,,Inactive,,,DRSC00472,,,,,,,,,11.65,1.57,,,,,36.78,3.55,,,,,6595,7318,,,,,318824
260,104180265,,,Inactive,,,DRSC00473,,,,,,,,,3.77,1.56,,,,,10.79,2.77,,,,,6364,6341,,,,,33272
261,104180266,,,Inactive,,,DRSC00474,,,,,,,,,2.53,2.86,,,,,7.5,6.13,,,,,5800,6219,,,,,33257
262,104180267,,,Inactive,,,DRSC00475,,,,,,,,,2.66,7.49,,,,,7.25,14.9,,,,,6583,6426,,,,,33589
263,104180268,,,Inactive,,,DRSC00476,,,,,,,,,4.3,1.57,,,,,15.26,2.39,,,,,6976,6612,,,,,33592
264,104180269,,,Inactive,,,DRSC00477,,,,,,,,,3.13,1.8,,,,,9.79,3.43,,,,,6846,6818,,,,,33591
265,104180270,,,Inactive,,,DRSC00478,,,,,,,,,2.4,2.4,,,,,7.36,2.66,,,,,6503,6886,,,,,33619
266,104180271,,,Inactive,,,DRSC00479,,,,,,,,,5.04,1.24,,,,,41.2,4.43,,,,,6009,6379,,,,,33474
267,104180272,,,Inactive,,,DRSC00480,,,,,,,,,3.81,3.45,,,,,12.04,5.5,,,,,6324,6323,,,,,33413
268,104180273,,,Inactive,,,DRSC00481,,,,,,,,,2.87,3.03,,,,,6.56,5.07,,,,,6134,6336,,,,,318883
269,104180274,,,Inactive,,,DRSC00482,,,,,,,,,4.89,3.34,,,,,10.6,6.44,,,,,6754,6204,,,,,33407
270,104180275,,,Inactive,,,DRSC00483,,,,,,,,,3,20.92,,,,,13.8,69.34,,,,,5930,5181,,,,,33191
271,104180276,,,Inactive,,,DRSC00484,,,,,,,,,1.7,2.42,,,,,5.14,3.99,,,,,6547,6870,,,,,33195
272,104180277,,,Inactive,,,DRSC00485,,,,,,,,,2.19,4.69,,,,,7.28,11,,,,,6850,6825,,,,,33343
273,104180278,,,Inactive,,,DRSC00486,,,,,,,,,3.67,3.84,,,,,10.76,7.68,,,,,6314,6691,,,,,33515
274,104180279,,,Inactive,,,DRSC00487,,,,,,,,,2.43,25.56,,,,,6.42,38.07,,,,,6245,6056,,,,,33521
275,104180280,,,Inactive,,,DRSC00488,,,,,,,,,4.2,1.81,,,,,21.46,9.86,,,,,6186,6124,,,,,33512
276,104180281,,,Inactive,,,DRSC00489,,,,,,,,,1.79,6.46,,,,,5.69,12.52,,,,,6481,6530,,,,,33510
277,104180282,,,Inactive,,,DRSC00490,,,,,,,,,8.34,2.99,,,,,26.67,4.81,,,,,5875,6349,,,,,59225
278,104180283,,,Inactive,,,DRSC00491,,,,,,,,,1.16,1.61,,,,,4.35,3.08,,,,,6390,6630,,,,,33411
279,104180284,,,Inactive,,,DRSC00492,,,,,,,,,6.41,1.62,,,,,14.34,2.75,,,,,6118,6189,,,,,59224
280,104180285,,,Inactive,,,DRSC00493,,,,,,,,,2.52,1.93,,,,,7.03,3.95,,,,,6346,6428,,,,,59226
281,104180286,,,Inactive,,,DRSC00494,,,,,,,,,3.17,1.16,,,,,15.14,4.18,,,,,6906,7173,,,,,33516
282,104180287,,,Inactive,,,DRSC00495,,,,,,,,,2.59,1.7,,,,,7.88,3.72,,,,,6225,6833,,,,,33517
283,104180288,,,Inactive,,,DRSC00496,,,,,,,,,2.3,1.6,,,,,15.21,7.68,,,,,6119,6503,,,,,33518
284,104180289,,,Inactive,,,DRSC00497,,,,,,,,,1.98,2.15,,,,,7.03,7.78,,,,,6307,6466,,,,,33519
285,104180290,,,Inactive,,,DRSC00498,,,,,,,,,4.26,1.53,,,,,15.63,3.09,,,,,6451,5898,,,,,33522
286,104180291,,,Inactive,,,DRSC00499,,,,,,,,,6.32,3.68,,,,,18.36,6.42,,,,,6112,6716,,,,,33520
287,104180292,,,Inactive,,,DRSC00500,,,,,,,,,6.84,0.56,,,,,34.66,1.86,,,,,6094,6568,,,,,33511
288,104180295,,,Inactive,,,DRSC00503,,,,,,,,,3.22,1.36,,,,,18.43,4.77,,,,,6240,6375,,,,,33451
289,104180296,,,Inactive,,,DRSC00504,,,,,,,,,9.22,4.41,,,,,26.06,9.22,,,,,5931,5936,,,,,33573
290,104180297,,,Inactive,,,DRSC00505,,,,,,,,,5.69,18.78,,,,,86.79,74.01,,,,,6080,4458,,,,,33639
291,104180298,,,Inactive,,,DRSC00506,,,,,,,,,7.96,27.4,,,,,21.86,48.01,,,,,6710,6518,,,,,33348
292,104180299,,,Inactive,,,DRSC00507,,,,,,,,,5.02,3.03,,,,,42.68,19.29,,,,,6161,5708,,,,,33354
293,104180300,,,Inactive,,,DRSC00508,,,,,,,,,3.82,5.88,,,,,10.2,10.5,,,,,6365,6870,,,,,33357
294,104180301,,,Inactive,,,DRSC00509,,,,,,,,,7.65,5.16,,,,,24.05,9.36,,,,,6370,7074,,,,,33343
295,104180302,,,Inactive,,,DRSC00510,,,,,,,,,2.35,3.28,,,,,8.18,5.45,,,,,6736,6974,,,,,33358
296,104180303,,,Inactive,,,DRSC00511,,,,,,,,,17,4.73,,,,,42.43,7.5,,,,,5394,6597,,,,,33353
297,104180304,,,Inactive,,,DRSC00512,,,,,,,,,7.1,17.53,,,,,19.78,32.25,,,,,6931,6185,,,,,33349
298,104180305,,,Inactive,,,DRSC00513,,,,,,,,,2.22,1.71,,,,,8.75,8.57,,,,,6256,6066,,,,,33347
299,104180306,,,Inactive,,,DRSC00514,,,,,,,,,3.41,1.57,,,,,26.42,5.11,,,,,6480,6003,,,,,326177
300,104180307,,,Inactive,,,DRSC00515,,,,,,,,,1.19,28.54,,,,,30,90.43,,,,,590,5574,,,,,33658
301,104180308,,,Inactive,,,DRSC00516,,,,,,,,,2.31,2.83,,,,,9.54,5.91,,,,,6765,6544,,,,,33641
302,104180310,,,Inactive,,,DRSC00518,,,,,,,,,2.19,8.05,,,,,7.1,15.57,,,,,6773,6645,,,,,33333
303,104180311,,,Inactive,,,DRSC00519,,,,,,,,,5.14,5.23,,,,,13.44,9.9,,,,,6465,6878,,,,,
304,104180312,,,Inactive,,,DRSC00520,,,,,,,,,3.15,2.34,,,,,40.38,11.99,,,,,6356,6025,,,,,33350
305,104180313,,,Inactive,,,DRSC00521,,,,,,,,,15.2,10.37,,,,,41.03,16.1,,,,,6500,6837,,,,,33185
306,104180314,,,Inactive,,,DRSC00522,,,,,,,,,5.1,11.19,,,,,14.1,23.14,,,,,6729,7193,,,,,33174
307,104180315,,,Inactive,,,DRSC00523,,,,,,,,,18.27,1.12,,,,,81.2,6.24,,,,,5885,6713,,,,,33536
308,104180318,,,Inactive,,,DRSC00526,,,,,,,,,6.27,3.44,,,,,19.49,5.29,,,,,6718,6389,,,,,33439
309,104180319,,,Inactive,,,DRSC00527,,,,,,,,,3.28,3.4,,,,,9.46,6.04,,,,,5946,6770,,,,,33429
310,104180320,,,Inactive,,,DRSC00528,,,,,,,,,1.45,11.86,,,,,4.52,19.04,,,,,6202,6266,,,,,33157
311,104180321,,,Inactive,,,DRSC00529,,,,,,,,,0.73,6.22,,,,,2.92,11.91,,,,,6679,6724,,,,,33158
312,104180322,,,Inactive,,,DRSC00530,,,,,,,,,8.39,9.11,,,,,26.96,18.55,,,,,6809,6567,,,,,33559
313,104180323,,,Inactive,,,DRSC00531,,,,,,,,,6.99,31.18,,,,,19.12,50.69,,,,,6491,5979,,,,,33560
314,104180324,,,Inactive,,,DRSC00532,,,,,,,,,0.96,7.7,,,,,3.05,12.98,,,,,6637,6522,,,,,33158
315,104180325,,,Inactive,,,DRSC00533,,,,,,,,,2.39,1.39,,,,,28.59,3.75,,,,,6069,6705,,,,,33231
316,104180326,,,Inactive,,,DRSC00534,,,,,,,,,11.48,22.07,,,,,29.28,43.49,,,,,6332,6136,,,,,33233
317,104180327,,,Inactive,,,DRSC00535,,,,,,,,,6.84,5.29,,,,,28.2,8.45,,,,,994,1267,,,,,33235
318,104180328,,,Inactive,,,DRSC00536,,,,,,,,,6.48,4.18,,,,,20.08,5.49,,,,,6146,6419,,,,,
319,104180329,,,Inactive,,,DRSC00537,,,,,,,,,6.1,3.16,,,,,17.86,7.13,,,,,6347,6327,,,,,5740176
320,104180330,,,Inactive,,,DRSC00538,,,,,,,,,4.25,6.21,,,,,22.78,34.75,,,,,6262,6360,,,,,33237
321,104180331,,,Inactive,,,DRSC00539,,,,,,,,,4.82,1.91,,,,,18.71,3.99,,,,,6429,6807,,,,,33595
322,104180332,,,Inactive,,,DRSC00540,,,,,,,,,2.81,2.64,,,,,15.33,16.8,,,,,6478,6358,,,,,33597
323,104180333,,,Inactive,,,DRSC00541,,,,,,,,,3.58,1.95,,,,,8.5,2.96,,,,,6422,6450,,,,,53552
324,104180334,,,Inactive,,,DRSC00542,,,,,,,,,2.86,3.59,,,,,11.59,27.73,,,,,6155,6093,,,,,48572
325,104180335,,,Inactive,,,DRSC00543,,,,,,,,,0.16,39.33,,,,,23.34,99.57,,,,,638,5227,,,,,33696
326,104180336,,,Inactive,,,DRSC00544,,,,,,,,,3.21,1.72,,,,,6.88,3.43,,,,,6580,6355,,,,,33244
327,104180338,,,Inactive,,,DRSC00546,,,,,,,,,2.8,1.39,,,,,10.95,3.38,,,,,5744,6118,,,,,33465
328,104180339,,,Inactive,,,DRSC00547,,,,,,,,,2.84,2.83,,,,,12.08,7.35,,,,,6125,5910,,,,,33467
329,104180341,,,Inactive,,,DRSC00549,,,,,,,,,2.4,1.03,,,,,10.51,2.99,,,,,5619,6226,,,,,33458
330,104180342,,,Inactive,,,DRSC00550,,,,,,,,,13.71,6.15,,,,,42.45,10.69,,,,,6018,6718,,,,,33688
331,104180344,,,Inactive,,,DRSC00552,,,,,,,,,2.87,4.24,,,,,19.59,25.62,,,,,6105,6419,,,,,33622
332,104180345,,,Inactive,,,DRSC00553,,,,,,,,,2,3.62,,,,,98.36,15.81,,,,,6242,5862,,,,,53550
333,104180349,,,Inactive,,,DRSC00557,,,,,,,,,14.47,9.44,,,,,71.9,39.91,,,,,5977,2669,,,,,33682
334,104180351,,,Inactive,,,DRSC00559,,,,,,,,,4.35,2.06,,,,,19.81,6.2,,,,,5982,6840,,,,,33488
335,104180352,,,Inactive,,,DRSC00560,,,,,,,,,12.15,4.74,,,,,40.45,10.44,,,,,7003,7201,,,,,33693
336,104180353,,,Inactive,,,DRSC00561,,,,,,,,,12.36,5.19,,,,,34.46,11.43,,,,,6586,6651,,,,,33248
337,104180354,,,Inactive,,,DRSC00562,,,,,,,,,3.42,7.29,,,,,28.06,23.57,,,,,6108,6295,,,,,33695
338,104180355,,,Inactive,,,DRSC00563,,,,,,,,,3.86,5.04,,,,,11.54,8.3,,,,,5702,5876,,,,,33645
339,104180356,,,Inactive,,,DRSC00564,,,,,,,,,6.09,4.26,,,,,29.13,18.71,,,,,6093,6037,,,,,33466
